text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"#UPElection2017 @INCIndia as per your leader statement Hindu is terrorist, when they r terrorist,  why u r approach… https://t.co/KpwOxBuQND",FALSE,0,NA,20-02-2017 12:46,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ashurai123,0,FALSE,FALSE,NA,NA
"#UPElection2017 @INCIndia as per your leader statement Hindu is terrorist, when they r terrorist,  why u r approaching those Hindu 4 vote",FALSE,0,INCIndia,20-02-2017 12:46,FALSE,8.33E+17,8.34E+17,1153045459,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ashurai123,0,FALSE,FALSE,NA,NA
Y is our PM so free that he is campaigning everyday for all local election campaigns? Never saw any other nations PM do it! #UPElection2017,FALSE,0,NA,20-02-2017 12:44,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoielAkilan,0,FALSE,FALSE,NA,NA
45% of BJP candidates in UP have criminal cases against them and NaMo completely ignorant about it #UPElection2017,FALSE,0,NA,20-02-2017 12:41,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",janak_pandit,0,FALSE,FALSE,NA,NA
same @yadavakhilesh who sacked gayatri prajapati 2 times over corruption charges now doing rallies in his support #UPElection2017,FALSE,1,NA,20-02-2017 12:37,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmanMatta7,0,FALSE,FALSE,NA,NA
"RT @nbrengaraju: @IndiaToday @mausamii2u @INCIndia is sensing big defeat in #UPElection2017 EC hasnt bannd words like Diwali,Ramzan.Der is…",FALSE,0,NA,20-02-2017 12:36,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vaidehinr,1,TRUE,FALSE,NA,NA
What's wrong with an adopted son? Are they lesser people? No outrage over Priyanka Gandhi's adopted son comment? #UPElection2017,FALSE,0,NA,20-02-2017 12:36,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheRoySays,0,FALSE,FALSE,NA,NA
"Politicians are the same all over ! But still, who according to u should win #UPElection2017 ?",FALSE,2,NA,20-02-2017 12:35,FALSE,NA,8.34E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",desicharcha,0,FALSE,FALSE,NA,NA
RT @TheQuint: The locals claim that the political parties use this locality to adjust the ‘fake’ votes #UPElection2017 https://t.co/j9SZrRO…,FALSE,0,NA,20-02-2017 12:35,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mannan2win,1,TRUE,FALSE,NA,NA
RT @KumarSaurabh04: Even google news is also confused by @narendramodi wave. #IPLAuction #UPElection2017 #Bjp #NarendraModi https://t.co/jd…,FALSE,0,NA,20-02-2017 12:33,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RakeshK88514785,4,TRUE,FALSE,NA,NA
UP voters enchanted by new Ladke #UPElection2017 #upkokampasandhai #AkhileshYadav #RahulGandhi 2012 https://t.co/ETXEITUjiZ,FALSE,0,NA,20-02-2017 12:32,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SachsRahul,0,FALSE,FALSE,NA,NA
The latest padma! https://t.co/3flYu4KLvX Thanks to @BharatOgirala @RajeshMoudgil1 @Poorna_Murooru #india #upelection2017,FALSE,0,NA,20-02-2017 12:31,FALSE,NA,8.34E+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",sweet_padma_k,0,FALSE,FALSE,NA,NA
"RT @ndtv: #UPElection2017 | Mulayam Singh Yadav casts his vote in Saifai

LIVE #AssemblyElections2017 updates here: https://t.co/Y7DOuf9yxD…",FALSE,0,NA,20-02-2017 12:30,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",drsunilverma28,18,TRUE,FALSE,NA,NA
The locals claim that the political parties use this locality to adjust the ‘fake’ votes #UPElection2017 https://t.co/j9SZrROnmF,FALSE,0,NA,20-02-2017 12:30,FALSE,NA,8.34E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TheQuint,1,FALSE,FALSE,NA,NA
"@TimesNow guess thats why they say for ones like RITU  SINGH 
""Women are their own worst enemies""#UPElection2017 https://t.co/sBrn8CjMsN",FALSE,0,TimesNow,20-02-2017 12:27,FALSE,8.34E+17,8.34E+17,240649814,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jihadilove,0,FALSE,FALSE,NA,NA
"RT @ndtv: List of rich candidates (assets 1 crore and above) contesting #UPElection2017
LIVE updates https://t.co/Y7DOuf9yxD

#AssemblyElec…",FALSE,0,NA,20-02-2017 12:27,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweetmukesh,22,TRUE,FALSE,NA,NA
@sardesairajdeep if this is da fact/official data thn hw can a person in such a high profile blindly lie? Or its again jumla #UPElection2017,FALSE,2,sardesairajdeep,20-02-2017 12:26,FALSE,8.34E+17,8.34E+17,56304605,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jawadtweets,0,FALSE,FALSE,NA,NA
On @aajtak at 6pm #UPElection2017 jrur deke,FALSE,0,NA,20-02-2017 12:25,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AnandAs3443333,0,FALSE,FALSE,NA,NA
"Weaker section of country considers this ‘Behenji’ as ‘Sampati’, says #mayawati - ANI #News https://t.co/jLdBab3Swe #UPElection2017 #BSP",FALSE,0,NA,20-02-2017 12:24,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ANI_multimedia,0,FALSE,FALSE,NA,NA
"“SP, BSP and #Congress fighting #UPElection2017 to save their honour”, says PM #Modi - ANI #News https://t.co/uCmtN8muW1 #SamajwadiParty",FALSE,0,NA,20-02-2017 12:24,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ANI_multimedia,0,FALSE,FALSE,NA,NA
"Mitron forget Mandir, u will soon have ""Shamshans"" in every village #AllianceRattledModi #UP_<U+091A><U+0932><U+0947>_<U+0917><U+0920><U+092C><U+0902><U+0927><U+0928>_<U+0915><U+0947>_<U+0938><U+093E><U+0925> #UPElection2017",FALSE,1,NA,20-02-2017 12:24,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nanjum511,0,FALSE,FALSE,NA,NA
SP leader #GayatriPrajapati accused of rape breaks down during rally - ANI #News https://t.co/XDDx6Pvd1V #SamajwadiParty #UPElection2017,FALSE,0,NA,20-02-2017 12:22,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ANI_multimedia,0,FALSE,FALSE,NA,NA
exactly!True words which define the #BJP politics well said @Shehzad_Ind #UPElection2017 #UP_<U+091A><U+0932><U+0947>_<U+0917><U+0920><U+092C><U+0902><U+0927><U+0928>_<U+0915><U+0947>_<U+0938><U+093E><U+0925>… https://t.co/9VHTsGUspN,FALSE,0,NA,20-02-2017 12:22,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",maj33d,0,FALSE,FALSE,NA,NA
Fate of Congress Party after #UPElection2017 https://t.co/0iFhJVtSau,FALSE,0,NA,20-02-2017 12:21,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LegalKant,0,FALSE,FALSE,NA,NA
"My views on up gov and development and Jihadi Alliance, #IPLAuction #<U+092E><U+094B><U+0926><U+0940><U+092E><U+092F>_<U+092F><U+0942><U+092A><U+0940> #AllianceRattledModi… https://t.co/hPAMYwYbIN",FALSE,25,NA,20-02-2017 12:18,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ashupandeyvns,25,FALSE,FALSE,NA,NA
"RT @ibtimes_india: #NarendraModi may be messiah of Hindus, but his 'kabristan' comment does reek of bigotry | OPINION #UPElection2017 https…",FALSE,0,NA,20-02-2017 12:17,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9562Debbie,1,TRUE,FALSE,NA,NA
"RT @TOILucknow: An Adarsh polling booth in #Lucknow. This has medical facilities, drinking water and resting area. #UPElection2017 https://…",FALSE,0,NA,20-02-2017 12:15,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paroollll,2,TRUE,FALSE,NA,NA
RT @TOILucknow: A women only 'pink booth' in #Lucknow. Women in veils were welcomed with tea and coffee #UPElection2017 https://t.co/KYdJos…,FALSE,0,NA,20-02-2017 12:15,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paroollll,2,TRUE,FALSE,NA,NA
RT @TOILucknow: #Lucknow voting percentage not very impressive #UPElection2017 https://t.co/tirISnix0j,FALSE,0,NA,20-02-2017 12:15,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paroollll,4,TRUE,FALSE,NA,NA
#AkhileshYadav is emerging as a leader finally and I don't see UP going to BJP any time soon! #UPElection2017,FALSE,0,NA,20-02-2017 12:11,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AbhishekGureja,0,FALSE,FALSE,NA,NA
"Where the mind is past hope, the heart is past shame.-- John Lyly

#UPElection2017 
#taalthokke",FALSE,2,NA,20-02-2017 12:11,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",anil_pandey12,2,FALSE,FALSE,NA,NA
Ground reports suggest that SP and Cong can bid good bye...#UPElection2017 https://t.co/G4QCWzVQVz,FALSE,0,NA,20-02-2017 12:11,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Point_Blanc79,0,FALSE,FALSE,NA,NA
"#UPElection2017 : #mayawati hits back at #NarendraModi , calls him 'Mr Negative Dalit Man'
https://t.co/SdUcF8tNiy https://t.co/CBP1uTtGvp",FALSE,19,NA,20-02-2017 12:08,FALSE,NA,8.34E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",firstpost,12,FALSE,FALSE,NA,NA
"#NarendraModi may be messiah of Hindus, but his 'kabristan' comment does reek of bigotry | OPINION #UPElection2017 https://t.co/Fqx77tTvMX",FALSE,1,NA,20-02-2017 12:07,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ibtimes_india,1,FALSE,FALSE,NA,NA
"And where the famous #Banarasi silk saree is getting woven, elections don't seem to matter. #varanasi… https://t.co/8mPkQFXiuP",FALSE,9,NA,20-02-2017 12:05,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anubhutivishnoi,2,FALSE,FALSE,NA,NA
"Some pics from #RahulGandhi's campaign in Tindwari, Salon and Koraon assembly constituencies today #UPElection2017 https://t.co/8nvgVt8yvn",FALSE,180,NA,20-02-2017 12:00,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vidyarthee,159,FALSE,FALSE,NA,NA
It is VOTER'S duty to bring a good leader for the GOODNESS OF OUR NATION #UPElection2017  @ndtv @aajtak @NewsWorldIN @abpnewstv @News18India,FALSE,0,NA,20-02-2017 11:57,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SachidanandaBi2,0,FALSE,FALSE,NA,NA
"Khabar Lahariya: #UPElection2017 #uppolls2017 ain't so loud this time and boy, are we missing it! Our story with ndtv on the quiet - …",FALSE,0,NA,20-02-2017 11:57,FALSE,NA,8.34E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",InElectionNews,0,FALSE,FALSE,NA,NA
RT @imeerage: UP election campaigns should be renamed as Muslim Appeasement contest between SP+ Congress and BSP #UPElection2017,FALSE,0,NA,20-02-2017 11:46,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",No1kaChamcha,4,TRUE,FALSE,NA,NA
#UPElection2017 How low this discourse can be...politics in hands of such narrow politicos can only lead to this. W… https://t.co/n7Xe7Hd7Ia,FALSE,0,NA,20-02-2017 11:46,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashish_geol,0,FALSE,FALSE,NA,NA
"#UPElection2017 11th march tak no1 knows who will win majority but after result all wud b like

""Mujhe pata tha yahi party jeetne wali thi""",FALSE,0,NA,20-02-2017 11:46,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jha_Sudhar,0,FALSE,FALSE,NA,NA
RT @amopines: Cong's new found love with SP in #UPElection2017 exposes their two-facedness. Getting media to delete tweets prior to allianc…,FALSE,0,NA,20-02-2017 11:45,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MeinBhiFarzi,2,TRUE,FALSE,NA,NA
"#UPElection2017 #uppolls2017 ain't so loud this time and boy, are we missing it! Our story with @ndtv on the quiet - https://t.co/OwbVmu3BpL",FALSE,0,NA,20-02-2017 11:44,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KhabarLahariya,0,FALSE,FALSE,NA,NA
Look like SP is rattled by NaMo wave? #UPElection2017,FALSE,0,NA,20-02-2017 11:44,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ramnadhg,0,FALSE,FALSE,NA,NA
UP election campaigns should be renamed as Muslim Appeasement contest between SP+ Congress and BSP #UPElection2017,FALSE,3,NA,20-02-2017 11:41,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imeerage,4,FALSE,FALSE,NA,NA
Shamashan and kabristaan together...! #UPElection2017 https://t.co/IXsCxjolkN,FALSE,0,NA,20-02-2017 11:40,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shiv_am12,0,FALSE,FALSE,NA,NA
"#RajTilak Express reaches to #Sultanpur !!
Watch #LIVE Tonite at 8:10 PM
With @AnjanaOmKashyap Only On
@AajTak… https://t.co/dDllHGVI7o",FALSE,4,NA,20-02-2017 11:40,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BarryCN250,1,FALSE,FALSE,NA,NA
#uppolls2017 #UPElection2017 This is how voteshare of UP of major political parties in different past major electio… https://t.co/NOeDngvpi9,FALSE,0,NA,20-02-2017 11:39,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",parthachanakyya,0,FALSE,FALSE,NA,NA
I agre wth u sir @PMOIndia @narendramodi but..doesnt this apply to tickets for assembly polls in UP? https://t.co/RwS4tA8U7n #UPElection2017,FALSE,0,NA,20-02-2017 11:37,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ahmedvindhani,0,FALSE,FALSE,NA,NA
"RT @firstpost: #UPElection2017 : #NarendraModi Modi hits out at non-BJP parties, says they haven't developed Bundelkhand
https://t.co/slVpD…",FALSE,0,NA,20-02-2017 11:37,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramankk92,4,TRUE,FALSE,NA,NA
"RT @TheHindu: Check out today's #cartoonscape by @surendracart | #NarendraModi #UPElection2017
https://t.co/wr5msfWClg",FALSE,0,NA,20-02-2017 11:37,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramankk92,1,TRUE,FALSE,NA,NA
RT @boomlive_in: Can MH Assembly Results Give An Insight On How BJP May Find It Tough In #UPElection2017 ? https://t.co/DzkZoHksWo via @boo…,FALSE,0,NA,20-02-2017 11:37,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",arungiri,1,TRUE,FALSE,NA,NA
"@samajwadiparty seems to be as bad a loser as @INCIndia 
#UPElection2017 is writing off the tale of two spoilt kids https://t.co/YHsvblVoLb",FALSE,0,samajwadiparty,20-02-2017 11:35,FALSE,NA,8.34E+17,143392465,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pandeythinks,0,FALSE,FALSE,NA,NA
"Dear PM Saheb;- you are not less than Angrez who divided and ruled on us for centuries;(

#UPElection2017",FALSE,0,NA,20-02-2017 11:34,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anjumaalam,0,FALSE,FALSE,NA,NA
"plea falling on deaf and blind govt.cse 2011-2014,injustice prevails.give us attempts.do justice #TheHindu #timesofindia #UPElection2017",FALSE,0,NA,20-02-2017 11:33,FALSE,NA,8.34E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Vishals07403370,0,FALSE,FALSE,NA,NA
"Being resident of UP, I only concern for basic needs such as education, electricity, better transportation &amp; employment etc 
#UPElection2017",FALSE,0,NA,20-02-2017 11:31,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anjumaalam,0,FALSE,FALSE,NA,NA
Those outraging on Kabristan /shamshan remark of Modi ji should read these headings. Modi ji has hit the right cord… https://t.co/3LMbI4SVyc,FALSE,0,NA,20-02-2017 11:31,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",toshiG010,1,FALSE,FALSE,NA,NA
"How #Google showing the #News for SP.

#UPElection2017 https://t.co/QTqVh3pXou",FALSE,0,NA,20-02-2017 11:30,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",IMHitesh23,0,FALSE,FALSE,NA,NA
"RT @Anupraj999: Sufficient laughter for Today..
Thanks me later<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #UPElection2017 https://t.co/laizm5ATb6",FALSE,0,NA,20-02-2017 11:28,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,1,TRUE,FALSE,NA,NA
with Defeat certain in #UPElection2017  Modi goes lowest as any PM can go ..sad day of indian democracy,FALSE,0,NA,20-02-2017 11:28,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ModakPrasad,0,FALSE,FALSE,NA,NA
"Ensure the basic amenities for fellow citizens rather than Qabristan or Shamshan ;(

#UPElection2017",FALSE,0,NA,20-02-2017 11:27,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anjumaalam,0,FALSE,FALSE,NA,NA
RT @avaneet: #<U+092E><U+094B><U+0926><U+0940><U+092E><U+092F>_<U+092F><U+0942><U+092A><U+0940> how many people think that bjp will make government with full majority of seats likes my tweet.#UPElection2017 #u…,FALSE,0,NA,20-02-2017 11:27,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,2,TRUE,FALSE,NA,NA
RT @missartola: The effect of having @OfficeOfRG with him has started showing on @yadavakhilesh #UPElection2017 #Gadhe,FALSE,0,NA,20-02-2017 11:27,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,2,TRUE,FALSE,NA,NA
And PM is Prachar Mantri #UPElection2017 #LowIQSanghis #AllianceRattledModi  https://t.co/5d93yVe7b4,FALSE,0,NA,20-02-2017 11:26,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",moin2_k,0,FALSE,FALSE,NA,NA
"RT @ViewsHeadlines: Who are the nowhere and disenfranchised #Muslims living near #Kairana
#UPElection2017 #uppolls2017 #indianmuslims
https…",FALSE,0,NA,20-02-2017 11:26,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,1,TRUE,FALSE,NA,NA
"RT @RaghuramanMenon: #UPElection2017 As per BJP's own assessment of phase III .They are Projecting 36+1, Good performance <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",FALSE,0,NA,20-02-2017 11:26,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,2,TRUE,FALSE,NA,NA
RT @avanishmishra97: Few @Kaamboltahai from past. #UPElection2017 #UP_<U+091A><U+0932><U+0947>_<U+0917><U+0920><U+092C><U+0902><U+0927><U+0928>_<U+0915><U+0947>_<U+0938><U+093E><U+0925> #kaamboltahai #BJP4<U+0938><U+0941><U+0936><U+093E><U+0938><U+0928> #uppolls2017 Jihadi Allia…,FALSE,0,NA,20-02-2017 11:26,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,1,TRUE,FALSE,NA,NA
RT @upmangoman: Follow @MediaCellSP to #Ballia in company with #AkhileshYadav &amp; #GayatriPrajapati! https://t.co/QPewznNIEs #UPElection2017…,FALSE,0,NA,20-02-2017 11:26,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",250praveen,1,TRUE,FALSE,NA,NA
"RT @DDNewsLive: 61.16% voter turnout, recorded till 5 pm in 3rd phase of #UPElection2017: Election Commission",FALSE,0,NA,20-02-2017 11:25,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramankk92,10,TRUE,FALSE,NA,NA
Most intelligent @OfficeOfRG have solved #UPElection2017 cross word puzzle. #UP_<U+091A><U+0932><U+0947>_<U+0917><U+0920><U+092C><U+0902><U+0927><U+0928>_<U+0915><U+0947>_<U+0938><U+093E><U+0925> #BJP4<U+0938><U+0941><U+0936><U+093E><U+0938><U+0928>… https://t.co/9KBdoujf7f,FALSE,3,NA,20-02-2017 11:25,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Acharya73H,1,FALSE,FALSE,NA,NA
"RT @FinancialXpress: #UPElection2017 Live: PM #Modi invokes #LalBahadurShastri’s ‘Jai Jawan Jai Kisan’, flays #SP-#Congress alliance
https:…",FALSE,0,NA,20-02-2017 11:25,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramankk92,2,TRUE,FALSE,NA,NA
"RT @firstpost: #UPElection2017 : In drought-hit #Bundelkhand a village parched by political apathy hopes for change
https://t.co/PDjpXQr9VH…",FALSE,0,NA,20-02-2017 11:25,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramankk92,2,TRUE,FALSE,NA,NA
"RT @TheDeccanHerald: Over Rs 110 cr cash, 18.68 lakh litres of liquor seized in #UttarPradesh | https://t.co/UfU6eCcrw0 #UPElection2017 htt…",FALSE,0,NA,20-02-2017 11:25,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramankk92,1,TRUE,FALSE,NA,NA
Follow @MediaCellSP to #Ballia in company with #AkhileshYadav &amp; #GayatriPrajapati! https://t.co/QPewznNIEs #UPElection2017 #uppolls2017,FALSE,1,MediaCellSP,20-02-2017 11:23,FALSE,8.32E+17,8.34E+17,8.22E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upmangoman,1,FALSE,FALSE,NA,NA
Few @Kaamboltahai from past. #UPElection2017 #UP_<U+091A><U+0932><U+0947>_<U+0917><U+0920><U+092C><U+0902><U+0927><U+0928>_<U+0915><U+0947>_<U+0938><U+093E><U+0925> #kaamboltahai #BJP4<U+0938><U+0941><U+0936><U+093E><U+0938><U+0928> #uppolls2017 Jihadi Al… https://t.co/N1VKVVNAvB,FALSE,0,NA,20-02-2017 11:20,TRUE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",avanishmishra97,1,FALSE,FALSE,NA,NA
@narendramodi govt @BJP4India #TransformingIndia  why vote anyone else #UPElection2017 https://t.co/b1HvGCNoAi,FALSE,1,narendramodi,20-02-2017 11:16,FALSE,NA,8.34E+17,18839785,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Online_Florist,0,FALSE,FALSE,NA,NA
It is the Congress party which has always played politics of communal appeasement. #UPElection2017 #BJP4<U+0938><U+0941><U+0936><U+093E><U+0938><U+0928> #BJP4BMC #JihadiAlliance,FALSE,0,NA,20-02-2017 11:16,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",avanishmishra97,0,FALSE,FALSE,NA,NA
On @ZeeNews at 5pm #UPElection2017,FALSE,184,NA,20-02-2017 11:14,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sambitswaraj,22,FALSE,FALSE,NA,NA
"#UPElection2017 As per BJP's own assessment of phase III .They are Projecting 36+1, Good performance <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",FALSE,3,NA,20-02-2017 11:11,FALSE,NA,8.34E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RaghuramanMenon,2,FALSE,FALSE,NA,NA
@ArvindKejriwal have a look to d crowd &amp; plz comment for #UPElection2017 as always u want to troll @narendramodi https://t.co/F2acJtYjuv,FALSE,1,ArvindKejriwal,20-02-2017 11:10,FALSE,NA,8.34E+17,405427035,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jagadishexplore,0,FALSE,FALSE,NA,NA
